"(Intercept)","dbh","I(dbh^2)","pre","I(pre^2)","tmp","I(tmp^2)","Year","df","logLik","AICc","delta","weight","cw"
215.250734075006,0.241527429638681,-0.00270661617501865,0.0112348369184222,-1.46128507542423e-05,-14.9840364240903,0.291414921420192,-0.0170694022794184,11,-571.434523876793,1165.22151771353,0,0.830537410149674,0.830537410149674
22.1670002513128,0.240994908918436,-0.00270335172679711,0.0100413997548469,-1.2321189320763e-05,NA,NA,-0.0167303692642147,9,-575.521718845886,1169.28311811787,4.06160040433838,0.108991813205656,0.939529223355331
22.039608516699,0.241249440835953,-0.00270787736115069,0.0100002815054872,-1.23182328473576e-05,0.0155531524086743,NA,-0.0168640869790841,10,-575.489573913015,1171.27248115936,6.05096344583103,0.0403096643532488,0.97983888770858
181.076753752369,0.201848510212306,-0.00245945856872909,0.0115337158777887,-1.50700874127827e-05,-14.8793124153261,0.289062173359052,NA,10,-577.147966689976,1174.58926671329,9.36774899975285,0.007676766835013,0.987515654543593
171.716489906606,0.240901578743755,-0.00269403107148136,0.00323028948487821,NA,-11.4656380295831,0.223066790836882,-0.0174096244904221,10,-577.454320994864,1175.20197532306,9.98045760952732,0.00565106582301219,0.993166720366605
23.7633589975789,0.240572294122661,-0.00269254299836726,0.00328812760178028,NA,NA,NA,-0.0170851822099688,8,-579.909339991516,1176.01016934473,10.7886516312014,0.00377253488111875,0.996939255247724
23.6325055236321,0.24082648471268,-0.0026970926785769,0.00324826488052636,NA,0.0157154275441094,NA,-0.0172193036465941,9,-579.876968475332,1177.99361737676,12.7720996632295,0.00139937140835049,0.998338626656074
-10.1998823660667,0.201993810408028,-0.00246413976057424,0.0103129663712677,-1.28066108673491e-05,NA,NA,NA,8,-581.085216444772,1178.36192225125,13.1404045377126,0.00116400972550163,0.999502636381576
-10.1688591108658,0.201999795458267,-0.00246391320083364,0.0103161394231436,-1.28066266059975e-05,-0.00125249231044452,NA,NA,9,-581.085009667516,1180.40969976113,15.1881820475971,0.000418106936417495,0.999920743317993
135.602458438787,0.200443746165572,-0.00244183522070719,0.0032791967612103,NA,-11.257957423231,0.218698963342744,NA,9,-583.469202934406,1185.17808629491,19.956568581378,3.85341153404179e-05,0.999959277433334
-9.25483098766059,0.200759627282434,-0.00244794075069317,0.00329265241024321,NA,NA,NA,NA,7,-585.767087815523,1185.68291401086,20.4613962973278,2.99380457212814e-05,0.999989215479055
-9.21376350290619,0.200767620362466,-0.00244764203298243,0.0032968375485707,NA,-0.00165793565747766,NA,NA,8,-585.766730568038,1187.72495049778,22.5034327842445,1.07845209451604e-05,1
183.643186292222,0.241445880650853,-0.00272469270590411,NA,NA,-12.3982472496069,0.246138213170094,-0.0186058307977121,9,-618.560355237641,1255.36039090138,90.1388731878467,2.21794914499223e-20,1
20.3632196995231,0.241622580443034,-0.00272972514735257,NA,NA,0.271068483847916,NA,-0.0184628915679847,8,-621.148534231449,1258.4885578246,93.2670401110663,4.64171816432706e-21,1
196.070749274166,0.0729843569898934,NA,0.0113535646538006,-1.4721863528076e-05,-15.956013162837,0.309847746522174,NA,9,-622.247684612925,1262.73504965195,97.5135319384151,5.55347451741755e-22,1
209.371383371723,0.079378076165686,NA,0.0112932164491917,-1.46495601148025e-05,-15.959635957446,0.310026752229179,-0.00679643315200396,10,-621.728730858605,1263.75079505054,98.5292773370104,3.34193864672704e-22,1
145.601624297345,0.197556757069553,-0.00245716074215482,NA,NA,-12.2177093123022,0.242299463755811,NA,8,-625.165717509676,1266.52292438105,101.301406667521,8.35676591095161e-23,1
-9.10863901171598,0.0725211558967614,NA,0.00997985242533826,-1.2199025468009e-05,NA,NA,NA,7,-626.966575776426,1268.08188993267,102.860372219132,3.83277361931413e-23,1
3.70693883609838,0.0788199867720636,NA,0.00993369126224631,-1.21257355323355e-05,NA,NA,-0.00654011562333542,8,-626.47711183499,1269.14571303168,103.924195318148,2.25168128326278e-23,1
-14.8460389825694,0.198062789497344,-0.00246409114791865,NA,NA,0.253472357639293,NA,NA,7,-627.634570097286,1269.41787857439,104.196360860852,1.96520074975337e-23,1
-9.09363343069772,0.0725237551917654,NA,0.00998138814037605,-1.21990023973774e-05,-0.000599719549111776,NA,NA,8,-626.966528569948,1270.1245465016,104.903028788066,1.38024419887458e-23,1
3.6840043995105,0.0788447405494867,NA,0.00992046004634848,-1.21254007577817e-05,0.00503256068078687,NA,-0.00659260786895175,9,-626.473799655038,1271.18727973618,105.965762022642,8.11309087838746e-24,1
149.154384498312,0.0720300755541021,NA,0.00329903318226562,NA,-12.2249949700334,0.237377032483217,NA,8,-628.68239464709,1273.55627865588,108.334760942349,2.48178846391223e-24,1
162.990373726829,0.0787704841036532,NA,0.00327730674375777,NA,-12.2473846845237,0.237927140244606,-0.00695458256790073,9,-628.128418708116,1274.49651784233,109.275000128798,1.55093792658342e-24,1
-8.2043583850588,0.0718306104615028,NA,0.00330201282734146,NA,NA,NA,NA,6,-631.510746840478,1275.1328995165,109.911381802967,1.12825142728132e-24,1
4.97257233020832,0.0784434766394432,NA,0.0032958627772858,NA,NA,NA,-0.00672954253297098,7,-630.985418159882,1276.11957469958,110.898056986045,6.88893517211379e-25,1
21.8596421054242,0.235473489293865,-0.00263470588803944,NA,NA,NA,NA,-0.0156606910885574,7,-631.401160412063,1276.95105920394,111.729541490407,4.54566610223413e-25,1
-8.16968073457621,0.0718372786016818,NA,0.00330559073015973,NA,-0.00138702728924605,NA,NA,7,-631.510498328937,1277.16973503769,111.948217324155,4.07485986507965e-25,1
4.95192018259735,0.0784647336072595,NA,0.00328411186274835,NA,0.00453643839673596,NA,-0.0067768604593058,8,-630.982769260298,1278.1570278823,112.935510168764,2.48728047489926e-25,1
-8.39190713475508,0.198573705126668,-0.00240963897420093,NA,NA,NA,NA,NA,6,-636.493042695061,1285.09749122567,119.875973512133,7.7378854233896e-27,1
135.243138677523,NA,NA,0.0115754576299671,-1.50404103086558e-05,-15.9253657563386,0.309407729910781,0.0314972041152618,9,-639.833620556123,1297.90692153834,132.685403824811,1.27964600208742e-29,1
-69.6187745743728,NA,NA,0.0102363465651802,-1.25460363923562e-05,NA,NA,0.0315760696949959,7,-644.272134220664,1302.69300682114,137.471489107608,1.1689734031183e-30,1
-69.6669316501079,NA,NA,0.0102202951431314,-1.25448831015143e-05,0.00598664476552544,NA,0.0315246589513207,8,-644.267678046351,1304.7268454544,139.505327740871,4.22826484498285e-31,1
88.2636626498632,NA,NA,0.00334210444702329,NA,-12.1488974720153,0.236066356826328,0.031225965170598,8,-646.141248384848,1308.4739861314,143.252468417865,6.49353106951923e-32,1
-68.2398332721554,NA,NA,0.00336641721001982,NA,NA,NA,0.0313380363846051,6,-648.784098330722,1309.67960249699,144.458084783455,3.55373185633864e-32,1
-68.2885985225876,NA,NA,0.00335090852723256,NA,0.00602523143014105,NA,0.0312864011300085,7,-648.779649650614,1311.70803768104,146.48651996751,1.28888910241771e-32,1
202.095071203238,NA,NA,0.0114537895158218,-1.50032176540664e-05,-16.298364273043,0.317537257951419,NA,8,-662.592537244053,1341.37656384981,176.155046136276,4.6534703497454e-39,1
-6.84562877673431,NA,NA,0.0101851041916181,-1.24159092022515e-05,NA,NA,NA,6,-667.786183264835,1347.68377236521,182.462254651682,1.98693666487133e-40,1
-8.23772216213881,NA,NA,0.0100347274960038,-1.2404525272426e-05,0.0554729736177142,NA,NA,7,-667.395017356352,1348.93877309252,183.717255378984,1.06087466619824e-40,1
153.785890767176,NA,NA,0.00323919641778151,NA,-12.4628409723612,0.243094030586705,NA,7,-669.086507952527,1352.32175428487,187.100236571336,1.95460518469236e-41,1
-5.94882933888008,NA,NA,0.00338974699617869,NA,NA,NA,NA,5,-672.366041251603,1354.81155270188,189.590034988348,5.62867521316788e-42,1
-7.37256796589219,NA,NA,0.0032424083830172,NA,0.0566992600619241,NA,NA,6,-671.963649363682,1356.03870456291,190.817186849374,3.04742866824615e-42,1
148.647856865816,0.0680165245901046,NA,NA,NA,-12.3902913202783,0.246014915733155,NA,7,-673.330605292812,1360.80994896544,195.588431251905,2.80460039508834e-43,1
166.735905079081,0.0777238777752143,NA,NA,NA,-12.4075038643602,0.246483865606962,-0.0091837518498869,8,-672.340231101644,1360.87195156499,195.650433851458,2.7189880411986e-43,1
-14.4115403332267,0.0679959896577508,NA,NA,NA,0.278337916066157,NA,NA,6,-675.965268919677,1364.0419436749,198.820425961364,5.57252796938583e-44,1
3.09675632066988,0.0775760154705103,NA,NA,NA,0.285341118519874,NA,-0.00904740318970785,7,-675.005851452736,1364.16044128529,198.938923571753,5.2519529623085e-44,1
-7.24814980215464,0.0687505813087051,NA,NA,NA,NA,NA,NA,5,-686.7296235026,1383.53871720388,218.317199490343,3.25373124415908e-48,1
3.74546371324515,0.0750627766758725,NA,NA,NA,NA,NA,-0.00562865664062111,6,-686.326101868676,1384.7636095729,219.542091859363,1.7635983314966e-48,1
94.5944897278243,NA,NA,NA,NA,-12.4791142891192,0.24792720990284,0.0287885027567516,7,-689.15214097798,1392.45302033577,227.231502622242,3.77281358818255e-50,1
-69.8569611295303,NA,NA,NA,NA,0.286752671061576,NA,0.0288667184337069,6,-691.684636378346,1395.48067859224,230.259160878702,8.3026687372995e-51,1
-67.3191313862316,NA,NA,NA,NA,NA,NA,0.0313107190742581,5,-702.521372908877,1415.12221601643,249.900698302896,4.5093303332148e-55,1
151.307074287118,NA,NA,NA,NA,-12.4928943467037,0.24924666456971,NA,6,-710.517568792508,1433.14654342056,267.925025707026,5.49767528552144e-59,1
-13.9201686202516,NA,NA,NA,NA,0.343128902306137,NA,NA,5,-713.142793304335,1436.36505680735,271.143539093813,1.0997343318481e-59,1
-5.07161369371453,NA,NA,NA,NA,NA,NA,NA,4,-729.516467051044,1467.085844155,301.864326441465,2.34613809204938e-66,1
